"문제키값","문제","오픈일자","보기순번","보기정보","정답여부"
"763","다음 중 띄어쓰기가 틀린 것은?","20151002","4376","노력한 만큼 대가를 얻었다.",""
"762","다음 중 띄어쓰기가 틀린 것은?","20151001","4369","모두 같이 떠나자.",""
"762","다음 중 띄어쓰기가 틀린 것은?","20151001","4370","방바닥이 얼음장 같이 차갑다.","정답"
"762","다음 중 띄어쓰기가 틀린 것은?","20151001","4371","새벽같이 길을 떠났다.",""
"762","다음 중 띄어쓰기가 틀린 것은?","20151001","4372","들은 대로 말했다.",""
"760","다음 중 순우리말인 것은?","20150930","4361","형편",""
"760","다음 중 순우리말인 것은?","20150930","4362","손방","정답"
"760","다음 중 순우리말인 것은?","20150930","4363","촌지",""
"760","다음 중 순우리말인 것은?","20150930","4364","총각",""
"759","다음 중 고유어인 것은?","20150925","4357","소문",""
"759","다음 중 고유어인 것은?","20150925","4358","영양분",""
"759","다음 중 고유어인 것은?","20150925","4359","수라상",""
"759","다음 중 고유어인 것은?","20150925","4360","장마","정답"
"758","순 우리말인 것은?","20150924","4353","고구마",""
"758","순 우리말인 것은?","20150924","4354","담배",""
"758","순 우리말인 것은?","20150924","4355","배추",""
"758","순 우리말인 것은?","20150924","4356","하루","정답"
"757","다음 중 순수한 우리말이 아닌 것은?","20150923","4349","고갱이",""
"757","다음 중 순수한 우리말이 아닌 것은?","20150923","4350","더기",""
"757","다음 중 순수한 우리말이 아닌 것은?","20150923","4351","고약하다","정답"
"757","다음 중 순수한 우리말이 아닌 것은?","20150923","4352","후미지다",""
"756","다음 대화의 성격이 다른 하나는?","20150922","4345","선생님 오늘 날씨가 참 좋지요?","정답"
"756","다음 대화의 성격이 다른 하나는?","20150922","4346","이 소설의 제목은 무엇입니까?",""
"756","다음 대화의 성격이 다른 하나는?","20150922","4347","최근 국내외적으로 실업문제가 심각하다.",""
"756","다음 대화의 성격이 다른 하나는?","20150922","4348","한글은 우리의 보배로운 문자입니다.",""
"755","다음 중 표준어의 규정에 해당하지 않는 것은?","20150921","4341","현대",""
"755","다음 중 표준어의 규정에 해당하지 않는 것은?","20150921","4342","중류 사회","정답"
"755","다음 중 표준어의 규정에 해당하지 않는 것은?","20150921","4343","교양인의 언어",""
"755","다음 중 표준어의 규정에 해당하지 않는 것은?","20150921","4344","서울말",""
"754","외래어와 거리가 먼 것은?","20150918","4337","버스",""
"754","외래어와 거리가 먼 것은?","20150918","4338","와이프","정답"
"754","외래어와 거리가 먼 것은?","20150918","4339","담배",""
"754","외래어와 거리가 먼 것은?","20150918","4340","잉크",""
"753","다음 중 국어 순화의 범주에 해당하지 않는 것은?","20150917","4333","샘플-견본",""
"753","다음 중 국어 순화의 범주에 해당하지 않는 것은?","20150917","4334","아가리-입",""
"753","다음 중 국어 순화의 범주에 해당하지 않는 것은?","20150917","4335","악장-장인",""
"753","다음 중 국어 순화의 범주에 해당하지 않는 것은?","20150917","4336","깜깜하다-캄캄하다","정답"
"752","다음 ( )속의 말 중 목적격이 아닌 것은?","20150916","4329","(낮말)은 사개 듣고 (밤말)은 쥐가 듣는다.",""
"752","다음 ( )속의 말 중 목적격이 아닌 것은?","20150916","4330","(힘)은 들지만 (보람)은 크다오.","정답"
"752","다음 ( )속의 말 중 목적격이 아닌 것은?","20150916","4331","누구든지 (청년)은 부러워한다오.",""
"752","다음 ( )속의 말 중 목적격이 아닌 것은?","20150916","4332","(떡)은 먹어도 (김치)는 안 먹겠다.",""
"751","다음 중 조사나 어미의 용법이 틀린 것은?","20150915","4325","사과든지 배든지 마음대로 사와라.",""
"751","다음 중 조사나 어미의 용법이 틀린 것은?","20150915","4326","음악을 들음으로써 기분을 전환한다.",""
"751","다음 중 조사나 어미의 용법이 틀린 것은?","20150915","4327","그일은 담당자에게 상의하십시오.","정답"
"751","다음 중 조사나 어미의 용법이 틀린 것은?","20150915","4328","이것은 백금이요 저것은 은이다.",""
"750","다음 중 관형사가 아닌 것은?","20150914","4321","국화 (두) 송이가 피었다.",""
"750","다음 중 관형사가 아닌 것은?","20150914","4322","(여러) 가지 업무로 벅차다.",""
"750","다음 중 관형사가 아닌 것은?","20150914","4323","생김새가 (어떤) 사람이니?","정답"
"750","다음 중 관형사가 아닌 것은?","20150914","4324","누가 (이) 일을 하겠는가.",""
"749","다음 중 감탄사가 아닌 것은?","20150911","4317","(천만에) 그럴 리가 있나?",""
"749","다음 중 감탄사가 아닌 것은?","20150911","4318","(참) 오랜만일세!",""
"749","다음 중 감탄사가 아닌 것은?","20150911","4319","(글쎄) 해 봐야 알겠네.",""
"749","다음 중 감탄사가 아닌 것은?","20150911","4320","(너무)도 오래 기다렸다.","정답"
"748","다움 중 ( )속의 품사가 다른 것은?","20150910","4313","모양이 (다른) 건물이 즐비하다.",""
"748","다움 중 ( )속의 품사가 다른 것은?","20150910","4314","여기에는 색깔이 (다른) 사과가 많이 있다.",""
"748","다움 중 ( )속의 품사가 다른 것은?","20150910","4315","(다른) 꽃들은 향기가 없다.","정답"
"748","다움 중 ( )속의 품사가 다른 것은?","20150910","4316","성격이 (다른) 문제이다.",""
"747","다음 중 어법에 맞게 고쳐야 할 것은?","20150909","4305","철수야 선생님께서 오라셔.",""
"747","다음 중 어법에 맞게 고쳐야 할 것은?","20150909","4306","교장선생님 말씀이 계시겠습니다.","정답"
"747","다음 중 어법에 맞게 고쳐야 할 것은?","20150909","4307","할머니 귀가 참 밝으십니다.",""
"747","다음 중 어법에 맞게 고쳐야 할 것은?","20150909","4308","아저씨는 살림이 넉넉하시다.",""
"746","다음 중 ( )속의 말이 맞춤법에 모두 맞는 것은?","20150908","4309","웃어른을 위해 다음 행동을 (삼가해야) 한다.",""
"746","다음 중 ( )속의 말이 맞춤법에 모두 맞는 것은?","20150908","4310","(연거퍼) 전화를 받던 그는 하루종일 (안절부절하였다).",""
"746","다음 중 ( )속의 말이 맞춤법에 모두 맞는 것은?","20150908","4311","고생을 낙으로 여기는 그는 (삭월세) 방도 (서슴치) 않고 택했다.",""
"746","다음 중 ( )속의 말이 맞춤법에 모두 맞는 것은?","20150908","4312","(내로라)하던 그녀도 기일 내 원고를 마감하지 못해 (닦달)을 당하였다.","정답"
"745","다음 ( )속의 말이 표준어가 아닌 것은?","20150907","4289","의지할 데 없는 (가엾은) 처지가 되었다.",""
"745","다음 ( )속의 말이 표준어가 아닌 것은?","20150907","4290","부모 잃은 아이가 너무나도 (가여웠다).",""
"745","다음 ( )속의 말이 표준어가 아닌 것은?","20150907","4291","(졸리워서) 더 이상 못 참겠어요.","정답"
"745","다음 ( )속의 말이 표준어가 아닌 것은?","20150907","4292","새벽이 되니 아주 (졸린다).",""
"761","FHJF","20150906","4365","GF",""
"761","FHJF","20150906","4366","GH",""
"761","FHJF","20150906","4367","G",""
"761","FHJF","20150906","4368","F",""
"744","다음 중 ( )속의 부분이 맞는 것은?","20150904","4285","돈을 (바라서) 한 일이 아냐.","정답"
"744","다음 중 ( )속의 부분이 맞는 것은?","20150904","4286","얼굴이 하예.",""
"744","다음 중 ( )속의 부분이 맞는 것은?","20150904","4287","물이 (퍼래).",""
"744","다음 중 ( )속의 부분이 맞는 것은?","20150904","4288","사과가 (빨게).",""
"743","다음 중 ( )속의 단어가 올바르게 쓰인 것은?","20150903","4281","며칠 후 (자문)을 구하러 가겠습니다.",""
"743","다음 중 ( )속의 단어가 올바르게 쓰인 것은?","20150903","4282","숙박비를 카드로 (결재)하였다.",""
"743","다음 중 ( )속의 단어가 올바르게 쓰인 것은?","20150903","4283","경제 전쟁에서 살아남기 위해서는 국가 경쟁력이 (재고)되어야 한다.",""
"743","다음 중 ( )속의 단어가 올바르게 쓰인 것은?","20150903","4284","교사는 학생의 잠재적인 창의성이 (계발)되도록 충분한 기회를 주어야 한다.","정답"
"742","다음 중 '밖에'의 띄어쓰기가 틀린 것은?","20150902","4277","가진 게 이것밖에 없다.",""
"742","다음 중 '밖에'의 띄어쓰기가 틀린 것은?","20150902","4278","그럴 수밖에 없는걸.",""
"742","다음 중 '밖에'의 띄어쓰기가 틀린 것은?","20150902","4279","대문밖에 누가 왔더라.","정답"
"742","다음 중 '밖에'의 띄어쓰기가 틀린 것은?","20150902","4280","다른 길이 없으니 그렇게 할 수밖에.",""
"741","다음 중 띄어쓰기가 틀린 것은?","20150901","4297","홍길동 씨",""
"741","다음 중 띄어쓰기가 틀린 것은?","20150901","4298","황희 정승",""
"741","다음 중 띄어쓰기가 틀린 것은?","20150901","4299","최 국장",""
"741","다음 중 띄어쓰기가 틀린 것은?","20150901","4300","김판서","정답"
"740","다음 중 띄어쓰기가 올바른 것은?","20150831","4269","책상 걸상등을",""
"740","다음 중 띄어쓰기가 올바른 것은?","20150831","4270","비가 올듯 하다.",""
"740","다음 중 띄어쓰기가 올바른 것은?","20150831","4271","김영수씨",""
"740","다음 중 띄어쓰기가 올바른 것은?","20150831","4272","두시 십오분 삼십초","정답"
"739","다음 중 띄어쓰기가 올바른 것은?","20150828","4265","한 번 엎지른 물은 다시 주워 담지 못한다.",""
"739","다음 중 띄어쓰기가 올바른 것은?","20150828","4266","나는 어제 책을 읽어도보았다.",""
"739","다음 중 띄어쓰기가 올바른 것은?","20150828","4267","채영신씨와 내가 만났다.",""
"739","다음 중 띄어쓰기가 올바른 것은?","20150828","4268","그가 오신 지 벌써 10년이 되었다.","정답"
"738","다음 중 띄어쓰기가 옳지 못한 것은?","20150827","4261","바른 대로 말해라.",""
"738","다음 중 띄어쓰기가 옳지 못한 것은?","20150827","4262","그녀가 떠난 지 벌써 5년이 지났다.",""
"738","다음 중 띄어쓰기가 옳지 못한 것은?","20150827","4263","사장님이 계속 이러시면 회사를 그만둘 테야.",""
"738","다음 중 띄어쓰기가 옳지 못한 것은?","20150827","4264","사실을 말하기는 커녕 더 큰 거짓말을 하면 되겠니?","정답"
"737","다음 문장 중 띄어쓰기가 옳은 것은?","20150826","4257","무사해야 할 텐데.","정답"
"737","다음 문장 중 띄어쓰기가 옳은 것은?","20150826","4258","사랑을 할거야.",""
"737","다음 문장 중 띄어쓰기가 옳은 것은?","20150826","4259","철수는 이미 떠났는 걸.",""
"737","다음 문장 중 띄어쓰기가 옳은 것은?","20150826","4260","후회할걸 왜 그랬어?",""
"736","다음 중 ( )속의 띄어쓰기가 맞는 것은?","20150825","4253","지금쯤 (도착했는 지) 모르겠다.",""
"736","다음 중 ( )속의 띄어쓰기가 맞는 것은?","20150825","4254","언제 (돌아올 지)를 미리 알려 주세요.",""
"736","다음 중 ( )속의 띄어쓰기가 맞는 것은?","20150825","4255","집 (떠난 지) 삼 년이 넘었다.","정답"
"736","다음 중 ( )속의 띄어쓰기가 맞는 것은?","20150825","4256","아이들이 얼마나 (떠드는 지) 책을 읽을 수가 없었다.",""
"735","다음 중 띄어쓰기가 틀린 것은?","20150824","4249","그럴 뿐 아니라",""
"735","다음 중 띄어쓰기가 틀린 것은?","20150824","4250","그럴 수밖에 없다",""
"735","다음 중 띄어쓰기가 틀린 것은?","20150824","4251","이것은 어려운 문제인데 쉽게 풀었다.",""
"735","다음 중 띄어쓰기가 틀린 것은?","20150824","4252","일이 이렇게 된데에는 너에게도 책임이 있다.","정답"
"734","다음 중 표기가 올바른 것은?","20150821","4245","법썩",""
"734","다음 중 표기가 올바른 것은?","20150821","4246","불문률",""
"734","다음 중 표기가 올바른 것은?","20150821","4247","산봉오리",""
"734","다음 중 표기가 올바른 것은?","20150821","4248","샅바","정답"
"733","다음 중 표기가 올바른 것은?","20150820","4241","맹숭맹숭","정답"
"733","다음 중 표기가 올바른 것은?","20150820","4242","몫돈",""
"733","다음 중 표기가 올바른 것은?","20150820","4243","미다지",""
"733","다음 중 표기가 올바른 것은?","20150820","4244","벌거지",""
"732","다음 중 맞춤법이 맞는 것은?","20150819","4237","끼여들기",""
"732","다음 중 맞춤법이 맞는 것은?","20150819","4238","나흘날",""
"732","다음 중 맞춤법이 맞는 것은?","20150819","4239","덩굴","정답"
"732","다음 중 맞춤법이 맞는 것은?","20150819","4240","낚씨",""
"731","다음 중 단어를 잘못 고친 것은?","20150818","4233","곯병 --> 골병",""
"731","다음 중 단어를 잘못 고친 것은?","20150818","4234","개나리봇짐 --> 괴나리봇짐",""
"731","다음 중 단어를 잘못 고친 것은?","20150818","4235","구태어 --> 구태여",""
"731","다음 중 단어를 잘못 고친 것은?","20150818","4236","깍두기 --> 깍뚜기","정답"
"730","다음 중 맞춤법에 틀린 것은?","20150817","4229","아무튼",""
"730","다음 중 맞춤법에 틀린 것은?","20150817","4230","어떠튼","정답"
"730","다음 중 맞춤법에 틀린 것은?","20150817","4231","요컨대",""
